Building components;Building element;Level 3: Material;Unit;Quantity ;Repl (year);GWP [kg CO2 eq] A1-A3;GWP [kg CO2 eq];GHG from KBOB;KBOB ID;GWP [kg CO2 eq] KBOB ID;GHG from KBOB
Roofing;DA06_Flachdach EG / Einschritt Haupteingang, Loggia Süd;Bitumen;kg;73.44421801;30;39.5277379;0.000313399;0.001781863;8.002;3.06;0.00043984
Roofing;DA06_Flachdach EG / Einschritt Haupteingang, Loggia Süd;Bitumen;kg;5.147018182;40;2.248169753;1.33686E-05;9.37E-05;8.002;3.06;0.001781863
Roofing;DA06_Flachdach EG / Einschritt Haupteingang, Loggia Süd;lean concrete;kg;21042.60387;50;1721.81177;0.008190913;0.005916074;1.001;0.0591;9.36556E-05
Roofing;DA06_Flachdach EG / Einschritt Haupteingang, Loggia Süd;ReinforcingSteel;kg;1247.484081;50;502.5485627;0.002390698;0.004047306;6.003;0.682;0.005916074
Roofing;DA07_Flachdach EG / Loggia West;lean concrete;kg;2452.351233;50;200.6637222;0.000954587;0.000689472;1.001;0.0591;0.004047306
Roofing;DA07_Flachdach EG / Loggia West;ReinforcingSteel;kg;145.3845324;50;58.56811235;0.000278617;0.000471682;6.003;0.682;0.000689472
Roofing;DA07_Flachdach EG / Loggia West;Gravel;kg;203.2788134;30;0.762621385;6.0465E-06;2.16E-05;3.011;0.0134;0.000471682
Roofing;DA07_Flachdach EG / Loggia West;HDPE;kg;6.05822429;30;12.82251014;0.000101664;0.000259859;13.002;5.41;2.15969E-05
Roofing;DA07_Flachdach EG / Loggia West;PP;kg;5.983041075;30;12.70135018;0.000100704;0.000103887;6.008;2.19;0.000259859
Roofing;DA07_Flachdach EG / Loggia West;Rubber;kg;742.760518;30;1794.034284;0.014224143;0.030681876;8.003;5.21;0.000103887
Roofing;DA07_Flachdach EG / Loggia West;Bitumen;kg;83.83326705;30;75.61968058;0.000599557;0.002033917;8.002;3.06;0.030681876
Roofing;DA07_Flachdach EG / Loggia West;EPS;kg;25.28766987;30;95.05611156;0.00075366;0.00015378;4.007;0.767;0.002033917
Roofing;DA07_Flachdach EG / Loggia West;Glass Wool;kg;422.4;30;378.7586369;0.003003018;0.003784406;10.001;1.13;0.00015378
Roofing;DA07_Flachdach EG / Loggia West;Bitumen;kg;25.67805102;30;13.81994795;0.000109573;0.000622987;8.002;3.06;0.003784406
Roofing;DA07_Flachdach EG / Loggia West;Bitumen;kg;1.799534382;40;0.78601991;4.67402E-06;3.27E-05;8.002;3.06;0.000622987
Roofing;DA07_Flachdach EG / Loggia West;lean concrete;kg;7357.053699;50;601.9911665;0.002863761;0.002068417;1.001;0.0591;3.27445E-05
Roofing;DA07_Flachdach EG / Loggia West;ReinforcingSteel;kg;436.1535971;50;175.704337;0.000835851;0.001415046;6.003;0.682;0.002068417
Roofing;DA10_Blechdach / HT-Zentrale DG;chrome steel;kg;683.6169764;50;2668.16419;0.012692851;0.00728463;6.006;2.24;0.001415046
Roofing;DA10_Blechdach / HT-Zentrale DG;Aluminium;kg;3898.654686;50;15435.5833;0.073429348;#N/A;FALSE;#N/A;0.00728463
Roofing;DA10_Blechdach / HT-Zentrale DG;Galvanized Steel;kg;7470.006115;50;5364.564239;0.025520024;0.124731085;6.011;3.51;#N/A
Underfloor;;rockwool;kg;17135.02848;50;1146.616012;0.005454622;0.092110662;10.008;1.13;0.124731085
Underfloor;;PlasterBoard;kg;17059.20977;50;2918.367665;0.013883106;0.023777881;3.008;0.293;0.092110662
Underfloor;;Plaster;kg;772.4576142;50;80.92519841;0.000384973;0.001076686;3.008;0.293;0.023777881
Underfloor;;Acrylic;kg;449.8905493;5;1101.94048;0.052420935;0.250402903;15.001;11.7;0.001076686
Underfloor;US11_Untersicht / GK Sanitärraüme;Rockwool;kg;837.4008453;50;912.1881347;0.004339414;0.004501513;10.008;1.13;0.250402903
Underfloor;US11_Untersicht / GK Sanitärraüme;PlasterBoard;kg;2344.5;50;401.0803011;0.001907998;0.003267868;3.008;0.293;0.004501513
Underfloor;US11_Untersicht / GK Sanitärraüme;Plaster;kg;66.49242439;50;6.965964912;3.31381E-05;9.27E-05;3.008;0.293;0.003267868
Underfloor;US11_Untersicht / GK Sanitärraüme;Acrylic;kg;38.72615505;5;94.85399934;0.004512345;0.021554446;15.001;11.7;9.26801E-05
Underfloor;US20_Untersicht / Gänge;rockwool;kg;6380.765216;50;426.9784305;0.002031199;0.034300293;10.008;1.13;0.021554446
Underfloor;US20_Untersicht / Gänge;Acrylic;kg;161.4016336;5;395.3294725;0.018806407;0.089833933;15.001;11.7;0.034300293
Underfloor;US21_Untersicht / Foyer EG und UG;rockwool;kg;4241.234784;40;283.8085575;0.001687649;0.028498854;10.008;1.13;0.089833933
Underfloor;US21_Untersicht / Foyer EG und UG;Acrylic;kg;107.2821518;5;262.7717919;0.012500442;0.059711773;15.001;11.7;0.028498854
Underfloor;US21_Untersicht / Foyer EG und UG;Aluminium;kg;2764.553222;50;10945.44015;0.052069074;#N/A;FALSE;#N/A;0.059711773
Underfloor;US30_Untersicht / Labors, Werkstätten, Bespr. Und TK;rockwool;kg;13547.88378;40;906.5768696;0.0053909;0.091034612;10.008;1.13;#N/A
Underfloor;US30_Untersicht / Labors, Werkstätten, Bespr. Und TK;Acrylic;kg;365.4090175;5;895.0154401;0.042577206;0.203381642;15.001;11.7;0.091034612
Underfloor;US31_Untersicht / Seminarraum EG;rockwool;kg;798;40;53.39936137;0.000317536;0.005362138;10.008;1.13;0.203381642
Underfloor;US31_Untersicht / Seminarraum EG;Acrylic;kg;16.40539506;5;40.18259314;0.001911545;0.009131018;15.001;11.7;0.005362138
Underfloor;US40_Untersicht / Einschnitte Haupteingang, Loggien EG;Rockwool;kg;150.5624721;40;164.0090303;0.000975269;0.0010117;10.008;1.13;0.009131018
Underfloor;US40_Untersicht / Einschnitte Haupteingang, Loggien EG;gypsum fiber board;kg;26.28170228;50;33.13562522;0.000157631;6.71E-05;3.007;0.537;0.0010117
Underfloor;US40_Untersicht / Einschnitte Haupteingang, Loggien EG;CementMortar;kg;9.262984949;50;1.773531065;8.43695E-06;1.19E-05;4.009;0.269;6.71389E-05
External;Doors;Steel;kg;1219.4064;30;3080.213;0.024421713;0.006593685;6.003;0.682;1.18536E-05
External;Doors;Steel;kg;1412.3675;30;3848.584;0.030513804;0.007637082;6.003;0.682;0.006593685
External;Doors;MDF;kg;1060.944;30;2198.192;0.01742854;0.00874825;7.012;1.04;0.007637082
External;Doors;MDF;kg;6596.64288;30;10998.83;0.087205096;0.054394087;7.012;1.04;0.00874825
Technical equipment;Pressurized air system;Galvanized Steel;kg;100;30;71.81472353;0.000569389;0.002782931;6.011;3.51;0.054394087
Technical equipment;Pressurized air system;Galvanized Steel;kg;78;15;56.01548435;0.000888246;0.004341373;6.011;3.51;0.002782931
Technical equipment;Pressurized air system;brass;kg;8.6;20;40.04820107;0.000476288;0.000277175;6.009;2.71;0.004341373
Technical equipment;Pressurized air system;brass;kg;4;20;18.62707026;0.000221529;0.000128919;6.009;2.71;0.000277175
Technical equipment;Pressurized air system;Chrome Steel;kg;34.4;20;134.2635588;0.001596779;0.000916417;6.006;2.24;0.000128919
Technical equipment;Pressurized air system;Safety Glass;kg;8.6;20;427.2879992;0.00508168;#N/A;FALSE;#N/A;0.000916417
Technical equipment;Pressurized air system;Brass;kg;4.3;20;18.58288389;0.000221004;0.000138588;6.009;2.71;#N/A
Technical equipment;Pressurized air system;Safety Glass;kg;8.6;20;427.2879992;0.00508168;#N/A;FALSE;#N/A;0.000138588
Technical equipment;Pressurized air system;Galvanized Steel;kg;885.5945487;40;635.9872767;0.003781857;0.018484116;6.011;3.51;#N/A
Technical equipment;Pressurized air system;Chrome Steel;kg;255.2465491;40;996.2299438;0.005924016;0.003399887;6.006;2.24;0.018484116
Technical equipment;Pressurized air system;PE;kg;16.55801541;40;33.44590117;0.000198884;9.36E-05;4.003;0.951;0.003399887
Technical equipment;Pressurized air system;PE;kg;0.4;20;0.807968838;9.60907E-06;4.52E-06;4.003;0.951;9.36366E-05
Technical equipment;Pressurized air system;PE;kg;3;50;6.059766284;2.88272E-05;1.36E-05;4.003;0.951;4.52405E-06
Technical equipment;Pressurized air system;Steel;kg;100;50;40.284968;0.000191642;0.000324437;6.003;0.682;1.35721E-05
Technical equipment;Heating;HeatPump;p;1;18;19667.85125;0.259896866;#N/A;FALSE;#N/A;0.000324437
Technical equipment;Heating;Galvanized Steel;kg;25.6;20;18.38456922;0.000218645;0.001068646;6.011;3.51;#N/A
Technical equipment;Heating;EPDM;kg;6.4;20;15.45830606;0.000183844;0.00044603;9.004;5.86;0.001068646
Technical equipment;Heating;Chrome Steel;kg;200;30;780.6020863;0.006189066;0.003552004;6.006;2.24;0.00044603
Technical equipment;Heating;Pump;kg;55.2;10;190.4797108;0.004530701;#N/A;FALSE;#N/A;0.003552004
Technical equipment;Heating;AntifreezeLiquid;kg;88.4;20;361.3353432;0.004297314;#N/A;FALSE;#N/A;#N/A
Technical equipment;Heating;PE;kg;3.322234231;20;6.710654328;7.98089E-05;3.76E-05;4.003;0.951;#N/A
Technical equipment;Heating;Steel;kg;15;20;6.0427452;7.18656E-05;0.000121664;6.003;0.682;3.75749E-05
Technical equipment;Heating;Galvanized Steel;kg;1;20;0.718147235;8.54083E-06;4.17E-05;6.011;3.51;0.000121664
Technical equipment;Heating;Steel;kg;9.5;20;3.82707196;4.55149E-05;7.71E-05;6.003;0.682;4.1744E-05
Technical equipment;Heating;Steel;kg;144;15;58.01035392;0.000919879;0.0015573;6.003;0.682;7.70539E-05
Technical equipment;Heating;Brass;kg;1.2;20;5.185921085;6.16755E-05;3.87E-05;6.009;2.71;0.0015573
Technical equipment;Heating;PE;kg;16.19589188;30;32.71443985;0.000259379;0.000122118;4.003;0.951;3.86756E-05
Technical equipment;Heating;aluminium pipe？;kg;24.87180054;30;98.47262197;0.000780748;#N/A;FALSE;#N/A;0.000122118
Technical equipment;Heating;HDPE;kg;10.1360094;30;21.45332975;0.000170094;0.00043477;13.002;5.41;#N/A
Technical equipment;Heating;PE;kg;29.6390543;30;59.86858064;0.000474673;0.000223481;4.003;0.951;0.00043477
Technical equipment;Heating;aluminium pipe？;kg;46.74383563;30;185.0685497;0.001467331;#N/A;FALSE;#N/A;0.000223481
Technical equipment;Heating;HDPE;kg;22.8234947;30;48.30697549;0.000383006;0.000978982;13.002;5.41;#N/A
Technical equipment;Heating;PE;kg;5.664040227;30;11.44092;9.07102E-05;4.27E-05;4.003;0.951;0.000978982
Technical equipment;Heating;aluminium pipe？;kg;10.04304339;30;39.76249383;0.00031526;#N/A;FALSE;#N/A;4.27073E-05
Technical equipment;Heating;HDPE;kg;3.763879326;30;7.966423581;6.31624E-05;0.000161446;13.002;5.41;#N/A
Technical equipment;Heating;PE;kg;8.174172757;30;16.51119216;0.00013091;6.16E-05;4.003;0.951;0.000161446
Technical equipment;Heating;aluminium pipe？;kg;15.77707831;30;62.46472849;0.000495257;#N/A;FALSE;#N/A;6.16339E-05
Technical equipment;Heating;HDPE;kg;4.704849158;30;9.958029477;7.8953E-05;0.000201808;13.002;5.41;#N/A
Technical equipment;Heating;PE;kg;5.061756075;30;10.22435293;8.10646E-05;3.82E-05;4.003;0.951;0.000201808
Technical equipment;Heating;aluminium pipe？;kg;7.956397554;30;31.50102974;0.000249758;#N/A;FALSE;#N/A;3.8166E-05
Technical equipment;Heating;HDPE;kg;3.100224162;30;6.561766923;5.20255E-05;0.00013298;13.002;5.41;#N/A
Technical equipment;Heating;Galvanized Steel;kg;21.5;40;15.44016556;9.18139E-05;0.000448748;6.011;3.51;0.00013298
Technical equipment;Heating;Galvanized Steel;kg;30.75;40;22.08302748;0.000131315;0.000641814;6.011;3.51;0.000448748
Technical equipment;Heating;Galvanized Steel;kg;7.95;40;5.70927052;3.39498E-05;0.000165932;6.011;3.51;0.000641814
Technical equipment;Heating;Galvanized Steel;kg;12.3;40;8.833210994;5.25261E-05;0.000256725;6.011;3.51;0.000165932
Technical equipment;Heating;Galvanized Steel;kg;15.85;40;11.38263368;6.76861E-05;0.000330821;6.011;3.51;0.000256725
Technical equipment;Heating;Galvanized Steel;kg;390.45;40;280.400588;0.001667384;0.008149467;6.011;3.51;0.000330821
Technical equipment;Heating;Galvanized Steel;kg;550.2;40;395.1246088;0.002349583;0.011483766;6.011;3.51;0.008149467
Technical equipment;Heating;Galvanized Steel;kg;169;40;121.3668828;0.0007217;0.003527365;6.011;3.51;0.011483766
Technical equipment;Heating;Galvanized Steel;kg;49.15;40;35.29693661;0.000209891;0.001025858;6.011;3.51;0.003527365
Technical equipment;Heating;Galvanized Steel;kg;335;40;240.5793238;0.001430589;0.006992115;6.011;3.51;0.001025858
Technical equipment;Heating;Galvanized Steel;kg;637;40;457.4597889;0.002720255;0.013295455;6.011;3.51;0.006992115
Technical equipment;Heating;Galvanized Steel;kg;110.97;40;79.6927987;0.000473888;0.002316164;6.011;3.51;0.013295455
Technical equipment;Heating;Galvanized Steel;kg;79.5;40;57.0927052;0.000339498;0.001659323;6.011;3.51;0.002316164
Technical equipment;Heating;Galvanized Steel;kg;124.2;40;89.19388662;0.000530386;0.002592301;6.011;3.51;0.001659323
Technical equipment;Heating;Galvanized Steel;kg;13.796;40;9.907559258;5.89147E-05;0.00028795;6.011;3.51;0.002592301
Technical equipment;Heating;Galvanized Steel;kg;22.6;40;16.23012752;9.65114E-05;0.000471707;6.011;3.51;0.00028795
Technical equipment;Heating;Galvanized Steel;kg;47.68;40;34.24126018;0.000203613;0.000995176;6.011;3.51;0.000471707
Technical equipment;Heating;PE;kg;1;30;2.019922095;1.60151E-05;7.54E-06;4.003;0.951;0.000995176
Technical equipment;Heating;Rockwool;kg;0.444378281;25;0.484065185;4.60554E-06;4.78E-06;10.008;1.13;7.54008E-06
Technical equipment;Heating;PE;kg;1.299362722;30;2.62461147;2.08094E-05;9.80E-06;4.003;0.951;4.77758E-06
Technical equipment;Heating;PE;kg;0.8;20;1.615937676;1.92181E-05;9.05E-06;4.003;0.951;9.7973E-06
Technical equipment;Heating;Chrome Steel;kg;406.9508571;20;1588.33344;0.018889842;0.010841182;6.006;2.24;9.04809E-06
Technical equipment;Heating;Chrome Steel;kg;11.25;20;43.90886735;0.000522202;0.0002997;6.006;2.24;0.010841182
Technical equipment;Heating;Chrome Steel;kg;7.6;20;29.66287928;0.000352777;0.000202464;6.006;2.24;0.0002997
Technical equipment;Heating;Cast Iron;kg;4.4;20;7.28294327;8.66151E-05;7.90E-05;13.005;1.51;0.000202464
Technical equipment;Heating;Cast Iron;kg;19.6;20;32.44220184;0.000385831;0.000351981;13.005;1.51;7.90162E-05
Technical equipment;Heating;Cast Iron;kg;8.8;20;14.56588654;0.00017323;0.000158032;13.005;1.51;0.000351981
Technical equipment;Heating;Cast Iron;kg;56;20;92.69200525;0.001102374;0.001005661;13.005;1.51;0.000158032
Technical equipment;Heating;Cast Iron;kg;23.4;20;38.73201648;0.000460635;0.000420223;13.005;1.51;0.001005661
Technical equipment;Heating;Brass;kg;4.5;20;19.44720407;0.000231283;0.000145034;6.009;2.71;0.000420223
Technical equipment;Heating;Brass;kg;14;20;60.50241266;0.000719547;0.000451215;6.009;2.71;0.000145034
Technical equipment;Heating;Brass;kg;42.1875;20;182.3175382;0.002168279;0.001359689;6.009;2.71;0.000451215
Technical equipment;Heating;Brass;kg;2.56;20;11.06329832;0.000131574;8.25E-05;6.009;2.71;0.001359689
Technical equipment;Heating;Brass;kg;4;20;17.28640362;0.000205585;0.000128919;6.009;2.71;8.2508E-05
Technical equipment;Heating;Brass;kg;25;20;108.0400226;0.001284906;0.000805742;6.009;2.71;0.000128919
Technical equipment;Heating;Brass;kg;31.6875;20;136.9407287;0.001628618;0.001021278;6.009;2.71;0.000805742
Technical equipment;Heating;Brass;kg;32;20;138.2912289;0.001644679;0.00103135;6.009;2.71;0.001021278
Technical equipment;Heating;Brass;kg;25;20;108.0400226;0.001284906;0.000805742;6.009;2.71;0.00103135
Technical equipment;Heating;Brass;kg;273.4375;20;1181.687747;0.014053658;0.008812802;6.009;2.71;0.000805742
Technical equipment;Heating;Brass;kg;112.5;20;486.1801018;0.005782076;0.003625838;6.009;2.71;0.008812802
Technical equipment;Heating;Brass;kg;1.28;20;5.531649158;6.57872E-05;4.13E-05;6.009;2.71;0.003625838
Technical equipment;Heating;Brass;kg;0.568888889;20;2.458510737;2.92387E-05;1.83E-05;6.009;2.71;4.1254E-05
Technical equipment;Heating;Brass;kg;1.777777778;20;7.682846052;9.13711E-05;5.73E-05;6.009;2.71;1.83351E-05
Technical equipment;Heating;Brass;kg;1.456355556;20;6.293787486;7.48512E-05;4.69E-05;6.009;2.71;5.72972E-05
Technical equipment;Heating;Brass;kg;2.275555556;20;9.834042947;0.000116955;7.33E-05;6.009;2.71;4.69379E-05
Technical equipment;Heating;Brass;kg;14.22222222;20;61.46276842;0.000730969;0.000458378;6.009;2.71;7.33404E-05
Technical equipment;Heating;Brass;kg;6.008888889;20;25.96801966;0.000308834;0.000193665;6.009;2.71;0.000458378
Technical equipment;Heating;Brass;kg;9.102222222;20;39.33617179;0.00046782;0.000293362;6.009;2.71;0.000193665
Technical equipment;Heating;Brass;kg;14.22222222;20;61.46276842;0.000730969;0.000458378;6.009;2.71;0.000293362
Technical equipment;Heating;Brass;kg;44.44444444;20;192.0711513;0.002284277;0.00143243;6.009;2.71;0.000458378
Technical equipment;Heating;Brass;kg;32;20;138.2912289;0.001644679;0.00103135;6.009;2.71;0.00143243
Technical equipment;Heating;Brass;kg;30;20;129.6480271;0.001541887;0.00096689;6.009;2.71;0.00103135
Technical equipment;Heating;Brass;kg;0.45;20;1.944720407;2.31283E-05;1.45E-05;6.009;2.71;0.00096689
Technical equipment;Heating;Brass;kg;1.2;20;5.185921085;6.16755E-05;3.87E-05;6.009;2.71;1.45034E-05
Technical equipment;Heating;Chrome Steel;kg;0.32;20;1.248963338;1.48538E-05;8.52E-06;6.006;2.24;3.86756E-05
Technical equipment;Heating;Chrome Steel;kg;20.6;20;80.40201489;0.000956211;0.000548785;6.006;2.24;8.52481E-06
Technical equipment;Heating;Chrome Steel;kg;14.4;20;56.20335021;0.000668419;0.000383616;6.006;2.24;0.000548785
Technical equipment;Heating;Chrome Steel;kg;72;20;281.0167511;0.003342095;0.001918082;6.006;2.24;0.000383616
Technical equipment;Heating;Chrome Steel;kg;49.7;20;193.9796184;0.002306974;0.001324009;6.006;2.24;0.001918082
Technical equipment;Heating;Brass;kg;7;20;30.25120633;0.000359774;0.000225608;6.009;2.71;0.001324009
Technical equipment;Heating;Chrome Steel;kg;2.5;20;9.757526078;0.000116045;6.66E-05;6.006;2.24;0.000225608
Technical equipment;Heating;EPDM;kg;0.5;20;1.207680161;1.43628E-05;3.48E-05;9.004;5.86;6.66001E-05
Technical equipment;Heating;Chrome Steel;kg;2;20;7.806020863;9.2836E-05;5.33E-05;6.006;2.24;3.48461E-05
Technical equipment;Heating;PE;kg;0.4;20;0.807968838;9.60907E-06;4.52E-06;4.003;0.951;5.32801E-05
Technical equipment;Heating;Chrome Steel;kg;4.875;20;19.02717585;0.000226288;0.00012987;6.006;2.24;4.52405E-06
Technical equipment;Heating;PE;kg;0.975;20;1.969424042;2.34221E-05;1.10E-05;4.003;0.951;0.00012987
Technical equipment;Heating;Chrome Steel;kg;1.25;20;4.878763039;5.80225E-05;3.33E-05;6.006;2.24;1.10274E-05
Technical equipment;Heating;Chrome Steel;kg;0.176;20;0.686929836;8.16957E-06;4.69E-06;6.006;2.24;3.33E-05
Technical equipment;Heating;PE;kg;113.4818665;50;229.2245294;0.001090455;0.000513397;4.003;0.951;4.68864E-06
Technical equipment;Heating;aluminium pipe？;kg;704.3702057;50;2788.747878;0.013266485;#N/A;FALSE;#N/A;0.000513397
Technical equipment;Heating;PE;kg;136.9608733;50;276.6502942;0.001316066;0.000619617;4.003;0.951;#N/A
Technical equipment;Heating;PEFoam;kg;43.0448459;50;110.3270817;0.000524842;0.000239582;10.007;1.17;0.000619617
Technical equipment;Heating;PE;kg;179.2969759;50;362.1659232;0.001722877;0.000811148;4.003;0.951;0.000239582
Technical equipment;Heating;aluminium pipe？;kg;1112.877782;50;4406.114181;0.020960536;#N/A;FALSE;#N/A;0.000811148
Technical equipment;Heating;PE;kg;216.392902;50;437.0968039;0.002079334;0.000978972;4.003;0.951;#N/A
Technical equipment;Heating;PEFoam;kg;68.00919776;50;174.3125376;0.00082923;0.00037853;10.007;1.17;0.000978972
Technical equipment;Heating;PE;kg;4.373096974;50;8.8333152;4.20214E-05;1.98E-05;4.003;0.951;0.00037853
Technical equipment;Heating;aluminium pipe？;kg;27.14336053;50;107.4661995;0.000511233;#N/A;FALSE;#N/A;1.97841E-05
Technical equipment;Heating;PE;kg;5.277875658;50;10.66089766;5.07155E-05;2.39E-05;4.003;0.951;#N/A
Technical equipment;Heating;PEFoam;kg;1.658760921;50;4.251525307;2.02251E-05;9.23E-06;10.007;1.17;2.38774E-05
Technical equipment;Heating;PE;kg;0.721561001;50;1.457497008;6.93353E-06;3.26E-06;4.003;0.951;9.23244E-06
Technical equipment;Heating;aluminium pipe？;kg;4.478654487;50;17.73192293;8.43534E-05;#N/A;FALSE;#N/A;3.26438E-06
Technical equipment;Heating;PE;kg;0.870849484;50;1.759048113;8.36805E-06;3.94E-06;4.003;0.951;#N/A
Technical equipment;Heating;PEFoam;kg;0.273695552;50;0.701501676;3.33715E-06;1.52E-06;10.007;1.17;3.93976E-06
Technical equipment;Heating;PE;kg;0.546637122;50;1.1041644;5.25267E-06;2.47E-06;4.003;0.951;1.52335E-06
Technical equipment;Heating;aluminium pipe？;kg;3.392920066;50;13.43327494;6.39041E-05;#N/A;FALSE;#N/A;2.47301E-06
Technical equipment;Heating;PE;kg;0.659734457;50;1.332612207;6.33943E-06;2.98E-06;4.003;0.951;#N/A
Technical equipment;Heating;PEFoam;kg;0.207345115;50;0.531440663;2.52814E-06;1.15E-06;10.007;1.17;2.98467E-06
Technical equipment;Heating;PE;kg;0.874619395;50;1.76666304;8.40428E-06;3.96E-06;4.003;0.951;1.15405E-06
Technical equipment;Heating;aluminium pipe？;kg;5.428672105;50;21.49323991;0.000102247;#N/A;FALSE;#N/A;3.95682E-06
Technical equipment;Heating;PE;kg;1.055575132;50;2.132179531;1.01431E-05;4.78E-06;4.003;0.951;#N/A
Technical equipment;Heating;PEFoam;kg;0.331752184;50;0.850305061;4.04503E-06;1.85E-06;10.007;1.17;4.77547E-06
Technical equipment;Heating;PE;kg;181.0462147;50;365.6992493;0.001739685;0.000819062;4.003;0.951;1.84649E-06
Technical equipment;Heating;aluminium pipe？;kg;1123.735126;50;4449.100661;0.021165029;#N/A;FALSE;#N/A;0.000819062
Technical equipment;Heating;PE;kg;218.5040522;50;441.3611629;0.00209962;0.000988523;4.003;0.951;#N/A
Technical equipment;Heating;PEFoam;kg;68.67270213;50;176.0131477;0.000837321;0.000382223;10.007;1.17;0.000988523
Technical equipment;Heating;Polyoelfin;kg;76.832;50;159.1503472;0.000757102;0.001977361;13.002;5.41;0.000382223
Technical equipment;Heating;Chrome Steel;kg;3.870204082;50;15.1054469;7.18588E-05;4.12E-05;6.006;2.24;0.001977361
Technical equipment;Heating;Chrome Steel;kg;30.17;50;117.7538247;0.000560172;0.000321492;6.006;2.24;4.12409E-05
Technical equipment;Heating;Chrome Steel;kg;47.49795918;50;185.3850302;0.000881904;0.000506139;6.006;2.24;0.000321492
Technical equipment;Heating;Chrome Steel;kg;10.37918367;50;40.51006215;0.000192712;0.000110601;6.006;2.24;0.000506139
Technical equipment;Heating;Chrome Steel;kg;5.629387755;50;21.97155913;0.000104522;6.00E-05;6.006;2.24;0.000110601
Technical equipment;Heating;Chrome Steel;kg;6.069183673;50;23.68808719;0.000112688;6.47E-05;6.006;2.24;5.99868E-05
Technical equipment;Heating;Chrome Steel;kg;70;50;273.2107302;0.001299704;0.000745921;6.006;2.24;6.46733E-05
Technical equipment;Heating;Brass;kg;17.05;50;73.68329542;0.000350522;0.000219806;6.009;2.71;0.000745921
Technical equipment;Heating;PA;kg;20;50;196.8774596;0.000936575;2.52E-05;1.041;0.265;0.000219806
Technical equipment;Heating;Polyvinyl chloride (PVC);kg;0.505680807;25;0.990089118;9.42E-06;2.13E-05;13.004;4.42;2.52129E-05
Technical equipment;Heating;Rubber;kg;0.048858049;25;0.118009793;1.12278E-06;2.42E-06;8.003;5.21;2.12655E-05
Technical equipment;Heating;Rubber;kg;47.04713364;25;113.6357799;0.001081164;0.002332102;8.003;5.21;2.42187E-06
Technical equipment;Heating;Steel;kg;44.27965519;25;17.83804493;0.000169716;0.00028732;6.003;0.682;0.002332102
Technical equipment;Heating;PBT;kg;163.8424512;30;509.0736695;0.004036231;0.008093006;10.003;6.23;0.00028732
Technical equipment;Heating;HDPE;kg;69.48700295;30;147.0724353;0.001166075;0.002980549;13.002;5.41;0.008093006
Technical equipment;Heating;Polyoelfin;kg;36.67054583;25;75.9596275;0.000722702;0.001887519;13.002;5.41;0.002980549
Technical equipment;Heating;Steel;kg;6;15;2.41709808;3.83283E-05;6.49E-05;6.003;0.682;0.001887519
Technical equipment;Heating;Steel;kg;0.8;15;0.322279744;5.11044E-06;8.65E-06;6.003;0.682;6.48875E-05
Technical equipment;Heating;Brass;kg;7.6;15;32.84416687;0.000520815;0.000326594;6.009;2.71;8.65167E-06
Technical equipment;Heating;Copper;kg;7.6;15;8.332258203;0.000132126;0.000263927;6.008;2.19;0.000326594
Technical equipment;Heating;Brass;kg;2.4;15;10.37184217;0.000164468;0.000103135;6.009;2.71;0.000263927
Technical equipment;Heating;PE;kg;20;50;40.3984419;0.000192181;9.05E-05;4.003;0.951;0.000103135
Technical equipment;Heating;Steel;kg;200;50;80.569936;0.000383283;0.000648875;6.003;0.682;9.04809E-05
Technical equipment;Fire hydrant;Galvanized Steel;kg;1874.274177;40;1346.004818;0.00800393;0.039119823;6.011;3.51;0.000648875
Technical equipment;Fire hydrant;Polyoelfin;kg;230.3415734;40;477.1311611;0.002837229;0.007410137;13.002;5.41;0.039119823
Technical equipment;Fire hydrant;CementMortar;kg;1390.940147;40;266.315402;0.001583627;0.002224935;4.009;0.269;0.007410137
Technical equipment;Fire hydrant;Galvanized Steel;kg;15.99535473;40;11.48701978;6.83068E-05;0.000333855;6.011;3.51;0.002224935
Technical equipment;Fire hydrant;Polyoelfin;kg;1.953166961;40;4.045803832;2.40581E-05;6.28E-05;13.002;5.41;0.000333855
Technical equipment;Fire hydrant;CementMortar;kg;10.02303605;40;1.919053728;1.14115E-05;1.60E-05;4.009;0.269;6.28338E-05
Technical equipment;Fire hydrant;Galvanized Steel;kg;19.24390309;40;13.8199558;8.21795E-05;0.000401658;6.011;3.51;1.60328E-05
Technical equipment;Fire hydrant;Polyoelfin;kg;2.353977496;40;4.876045604;2.89951E-05;7.57E-05;13.002;5.41;0.000401658
Technical equipment;Fire hydrant;CementMortar;kg;12.66478896;40;2.424855138;1.44192E-05;2.03E-05;4.009;0.269;7.5728E-05
Technical equipment;Fire hydrant;Steel;kg;84;40;33.83937312;0.000201224;0.000340659;6.003;0.682;2.02585E-05
Technical equipment;Fire hydrant;Steel;kg;31.5;40;12.68976492;7.54589E-05;0.000127747;6.003;0.682;0.000340659
Technical equipment;Fire hydrant;Steel;kg;7.6;40;3.061657568;1.82059E-05;3.08E-05;6.003;0.682;0.000127747
Technical equipment;Fire hydrant;Steel;kg;48.84186617;40;19.67593016;0.000117002;0.000198077;6.003;0.682;3.08216E-05
Technical equipment;Fire hydrant;Chrome Steel;kg;8.835;15;34.48309716;0.000546804;0.00031382;6.006;2.24;0.000198077
