Categories;Family;Type;model;mark;IFC Predefined Type;IfcConstructionType;IfcContainedInHost;IfcContainedInHostGUID;IfcMaterial;IfcName;IfcName [Type];IfcOperationType;IfcPresentationLayer;IfcSpatialContainer;count;Export to IFC As
Generic Models;;;;;;;;;;ceiling;;;B_Blanks;;1;IfcOpeningElement
Generic Models;;;;;;;;;;ceiling;;;B_Blanks;;1;IfcOpeningElement
Generic Models;;;;;;;;;;ceiling;;;B_Blanks;;1;IfcOpeningElement
Generic Models;;;;;;;;;;ceiling;;;B_Blanks;;1;IfcOpeningElement
Generic Models;;;;;;;;;;ceiling;;;B_Blanks;;1;IfcOpeningElement
Generic Models;;;;;;;;;;ceiling;;;B_Blanks;;1;IfcOpeningElement
Generic Models;;;;;;;;;;ceiling;;;B_Blanks;;1;IfcOpeningElement
Generic Models;;;;;;;;;;concrete stock;;;B_Blanks;;1;IfcOpeningElement
Generic Models;;;;;;;;;;concrete stock;;;B_Blanks;;1;IfcOpeningElement
Generic Models;;;;;;;;;;ceiling;;;B_Blanks;;1;IfcOpeningElement
Generic Models;;;;;;;;;;ceiling;;;B_Blanks;;1;IfcOpeningElement
Generic Models;;;;;;;;;;ceiling;;;B_Blanks;;1;IfcOpeningElement
floors;;;;;FLOOR;;;;concrete stock;ceiling;;;B_Blanks;F-03 technique;1;IfcSlab
floors;;;;;FLOOR;;;;concrete;ceiling;;;Cover;F-03 technique;1;IfcSlab
floors;;;;;FLOOR;;;;concrete;concrete ceiling;;;Cover;F-03 technique;1;IfcSlab
floors;;;;;FLOOR;;;;concrete;ceiling;;;Cover;F-03 technique;1;IfcSlab
floors;;;;;FLOOR;;;;concrete;ceiling;;;Cover;F-03 technique;1;IfcSlab
floors;;;;;FLOOR;;;;concrete;ceiling;;;Cover;F-03 technique;1;IfcSlab
floors;;;;;FLOOR;;;;concrete;ceiling;;;insulations;F-03 technique;1;IfcSlab
floors;;;;;FLOOR;;;;concrete;concrete ceiling;;;Cover;F-03 technique;1;IfcSlab
floors;;;;;FLOOR;;;;concrete;ceiling;;;insulations;F-03 technique;1;IfcSlab
floors;;;;;FLOOR;;;;concrete;concrete ceiling;;;Cover;F-03 technique;1;IfcSlab
floors;;;;;FLOOR;;;;concrete;concrete ceiling;;;Cover;F-03 technique;1;IfcSlab
walls;;;;;;;;;see facade;horizontal element;;;facade cladding;E-02 OG;1;IfcWall
walls;;;;;;;;;see facade;horizontal element;;;facade cladding;E-02 OG;1;IfcWall
walls;;;;;;;;;see facade;horizontal element;;;facade cladding;E-02 OG;1;IfcWall
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 61.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 61.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 61.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 61.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 61.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 61.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 61.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 61.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 61.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 61.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 61.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 61.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 61.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 61.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 61.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 61.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 61.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 61.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 49.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 49.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 49.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 49.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 49.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 49.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 49.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 49.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 49.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 49.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 49.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 49.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 49.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 49.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 49.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 49.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 49.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 49.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk NorthSouth 49.6 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
Generic Models;;;;;;;;;see facade;L Opk 48 2OG&Roof;;;;E-02 OG;1;IfcBuildingElementProxy
